ID,Severity,Start_Lat,Start_Lng,StartTime,EndTime,Distance (mi),DelayFromTypicalTraffic (mins),DelayFromFreeFlowSpeed (mins),Congestion_Speed (mph),Description,Street,City,Country,State,Vehicle_Count,Pedestrian_Count,Emergency_Vehicle_Presence,Weather_Condition,Time_of_Day,Traffic_Flow_Rate,Signal_Timer_Setting,Accident_Reported
7669,3,28.635785174460267,-113.59584782989532,2024-10-06 21:50:23.222322232,2024-10-06 22:12:23.222322232,2.933125016297099,53,34,15.822316839903163,Rule herself road similar anything Republican.,Diana Courts,Lake Ronald,USA,DC,22,19,1,Clear,Night,149,15,0
7670,1,28.42149333224938,-111.43177027597221,2024-10-06 22:42:57.137713772,2024-10-06 23:31:57.137713772,3.5364373411262044,2,26,28.1543967242288,Picture both citizen American investment human customer.,Martinez Causeway,Claudiaport,USA,WA,9,14,0,Clear,Afternoon,49,35,0
7671,4,45.45636993935302,-102.48748078840337,2024-10-06 23:35:31.053105308,2024-10-07 00:34:31.053105308,0.7687688937636339,40,8,58.168521628675656,Style family opportunity activity keep view.,Clark Underpass,Port Margaret,USA,IN,19,15,0,Clear,Night,73,99,0
7672,2,27.038988230596324,-87.41677739987992,2024-10-07 00:28:04.968496848,2024-10-07 00:55:04.968496848,4.830765644932341,21,12,16.160246653025844,Happy build forward laugh finally often.,Thomas Trail,Melaniechester,USA,WY,43,15,0,Rain,Morning,82,27,0
7673,2,33.19120256569683,-97.24804712638246,2024-10-07 01:20:38.883888388,2024-10-07 01:51:38.883888388,1.9327115868829792,29,26,58.94376186070115,Majority statement deep arm everybody partner dark.,Loretta Roads,Williamsstad,USA,OR,42,19,0,Clear,Afternoon,90,20,1
7674,3,36.98778887312056,-83.61610962888864,2024-10-07 02:13:12.799279928,2024-10-07 02:30:12.799279928,1.5960727121502611,6,15,47.75165558340029,Particularly media reality report we.,Courtney Groves,Griffinberg,USA,VT,58,9,0,Fog,Evening,146,38,0
7675,4,47.33697539354876,-105.61697943840556,2024-10-07 03:05:46.714671468,2024-10-07 04:00:46.714671468,4.440083438875094,33,37,59.370765034808294,Long hotel much vote hour.,Butler Lock,Port Jesusberg,USA,ND,58,0,1,Snow,Afternoon,114,44,0
7676,2,46.8296218134586,-84.06425195975655,2024-10-07 03:58:20.630063004,2024-10-07 04:20:20.630063004,0.9373859185711328,12,7,18.882199403027116,Shoulder low piece nor blood surface.,Steven Mount,Shawborough,USA,ID,48,1,0,Clear,Morning,79,86,0
7677,2,46.71613714139766,-94.989543393321,2024-10-07 04:50:54.545454544,2024-10-07 05:38:54.545454544,3.734237289329287,47,11,42.018564672715954,Staff agreement rise easy leg think rather.,Johnny Walks,Shaneview,USA,MP,73,3,0,Clear,Night,135,81,0
7678,3,35.406392310866345,-107.34761864319417,2024-10-07 05:43:28.460846084,2024-10-07 06:37:28.460846084,2.2138652139496187,5,22,28.300197896099505,Magazine meeting degree require several push politics remember.,Mike Burgs,North Tammy,USA,WA,28,11,0,Clear,Morning,88,20,0
7679,4,42.31614830472714,-118.11557539519306,2024-10-07 06:36:02.376237624,2024-10-07 07:12:02.376237624,3.8043783660159964,41,37,12.753901504075547,Success trouble financial itself.,Stephanie Mills,Crystalhaven,USA,FL,97,12,0,Rain,Night,103,100,1
7680,3,40.3055235755326,-115.19649873358918,2024-10-07 07:28:36.291629164,2024-10-07 08:13:36.291629164,2.0778298330855893,5,12,36.085822822695334,Trip name particularly civil single clear remain.,Moyer Mountain,Port Jamesmouth,USA,MN,66,7,0,Clear,Night,51,77,0
7681,5,38.53227657521575,-110.97342869542805,2024-10-07 08:21:10.207020700,2024-10-07 09:16:10.207020700,0.6792922172379304,25,21,27.556984363125917,Arm strategy different happy always lose.,Bonnie Trail,Jasonstad,USA,ME,98,5,0,Clear,Evening,100,111,0
7682,3,44.8966750006084,-102.43044388581347,2024-10-07 09:13:44.122412240,2024-10-07 10:09:44.122412240,0.8345600656655459,38,31,25.678297502718486,Walk win enough drop reflect.,Alexis Stravenue,Simsberg,USA,LA,8,19,0,Clear,Morning,59,81,0
7683,2,36.72359002935493,-99.13431749907207,2024-10-07 10:06:18.037803780,2024-10-07 11:03:18.037803780,2.467657884674638,28,37,49.410539788926584,Others month close tough.,Reed Drive,East Tricia,USA,GU,99,13,0,Clear,Afternoon,128,95,0
7684,3,26.88693156334394,-85.85541042377304,2024-10-07 10:58:51.953195320,2024-10-07 11:40:51.953195320,2.7601591077675542,23,1,39.25841788980561,Return believe direction production.,Kendra Wall,Paulchester,USA,NH,25,10,0,Rain,Morning,107,41,0
7685,3,35.82066400830719,-102.32025415226133,2024-10-07 11:51:25.868586856,2024-10-07 12:18:25.868586856,3.4229471322020872,58,12,35.54246238925236,Support draw without.,James Forges,East Danielside,USA,AZ,30,17,1,Rain,Afternoon,117,103,0
7686,3,31.51041867481821,-77.9522730046011,2024-10-07 12:43:59.783978396,2024-10-07 13:38:59.783978396,3.986375932239297,2,35,50.95216532518965,Power director wind form.,Amy Trace,Hurstton,USA,SC,39,0,0,Rain,Afternoon,45,46,0
7687,4,28.053394347663417,-67.12404667318519,2024-10-07 13:36:33.699369936,2024-10-07 14:31:33.699369936,2.8903746498934146,2,30,37.641227827653275,Reflect point her care close out much.,Martinez Roads,Lake Garyport,USA,ME,39,1,0,Clear,Morning,56,92,0
7688,5,41.540103310726266,-120.56005474285713,2024-10-07 14:29:07.614761476,2024-10-07 15:28:07.614761476,3.358311409791171,34,24,32.94595418471416,Measure church want hotel.,Vincent Lodge,Port Karenside,USA,MN,17,1,1,Fog,Evening,102,114,0
7689,5,33.10181935606013,-105.79520356943831,2024-10-07 15:21:41.530153016,2024-10-07 15:27:41.530153016,3.9847901197227165,4,29,34.559634328971704,Dark situation arrive usually.,Gonzalez Loop,Lake Robinbury,USA,PR,81,15,0,Rain,Morning,109,62,0
7690,3,26.559279660468093,-104.86300199230132,2024-10-07 16:14:15.445544552,2024-10-07 17:10:15.445544552,4.718897529924924,10,31,6.74048568824985,Think show pretty address bank real world.,Albert Place,Robertsonmouth,USA,WY,7,5,0,Rain,Night,15,110,0
7691,4,26.535299768436087,-92.23586450753118,2024-10-07 17:06:49.360936092,2024-10-07 17:28:49.360936092,0.9630603551952296,39,17,32.5162945576946,Fact wish sit simple.,Veronica Pike,New Samanthaville,USA,PA,65,6,0,Rain,Night,146,28,0
7692,3,41.609064422744254,-120.61422929104312,2024-10-07 17:59:23.276327632,2024-10-07 18:12:23.276327632,3.633126426944292,15,29,33.81297645249508,Instead or goal tell action knowledge discussion.,Joseph Garden,East Dennis,USA,UT,45,0,0,Clear,Afternoon,24,81,0
7693,4,27.56203459870235,-95.74079940267376,2024-10-07 18:51:57.191719172,2024-10-07 19:36:57.191719172,1.0066819933877846,51,20,56.39411862540762,Appear whose less hope get.,Jenkins Lodge,Waltersstad,USA,AR,55,17,0,Fog,Night,93,59,0
7694,1,35.51706954146665,-99.49867423989457,2024-10-07 19:44:31.107110712,2024-10-07 19:52:31.107110712,4.131317853207183,34,1,9.35911862654594,Example so main guess wall official.,Peterson Harbors,Lake Gabrielle,USA,WY,87,2,0,Fog,Night,5,62,1
7695,4,37.0836474316121,-92.56086188153861,2024-10-07 20:37:05.022502248,2024-10-07 21:07:05.022502248,2.2818165055905864,40,35,17.284285938228233,Draw card term.,Harris Knolls,West Lisaport,USA,OR,69,11,0,Clear,Night,21,78,0
7696,5,39.95149829847573,-79.56352357979848,2024-10-07 21:29:38.937893788,2024-10-07 22:02:38.937893788,3.2512074522414447,13,28,10.349546269711253,Turn provide simple because three news involve.,Joseph Row,Annetteshire,USA,AS,71,15,0,Clear,Night,95,74,0
7697,2,31.35194418107216,-115.09240947242611,2024-10-07 22:22:12.853285328,2024-10-07 23:13:12.853285328,3.5667822494734454,2,27,13.604055874581595,Report when ten morning whatever child relate break.,Abigail Track,Mcintyrechester,USA,KS,97,9,0,Clear,Afternoon,41,79,0
7698,1,30.10054752820165,-85.8763035339289,2024-10-07 23:14:46.768676868,2024-10-08 00:05:46.768676868,2.1162958364960915,18,4,45.60921202988411,Treatment before result movement practice.,Munoz Neck,Waltersview,USA,MO,21,5,0,Clear,Night,99,45,0
7699,5,26.532513061582222,-103.30817733338827,2024-10-08 00:07:20.684068408,2024-10-08 00:20:20.684068408,3.932143730885738,33,9,37.32127896472064,Case light care maintain.,Doyle Springs,Davidstad,USA,KS,91,10,0,Rain,Morning,128,52,0
7700,3,30.193786326181595,-115.70080760658706,2024-10-08 00:59:54.599459944,2024-10-08 01:46:54.599459944,4.273517421772653,17,22,57.294380883644635,Both sport society hospital within once dark.,Lindsay Ville,North Davidmouth,USA,UT,22,4,0,Clear,Morning,116,23,0
7701,5,37.852185981204244,-97.63555767762738,2024-10-08 01:52:28.514851484,2024-10-08 02:00:28.514851484,3.8361392785312787,20,24,33.11543151540288,Understand find outside likely.,Kerr Wells,New Randyport,USA,KS,88,19,0,Clear,Night,72,105,0
7702,2,40.69298645221394,-81.81884808597351,2024-10-08 02:45:02.430243024,2024-10-08 03:20:02.430243024,3.5351066459718012,55,37,30.722854597908672,Risk check stock example throughout firm.,Kimberly Garden,West Crystal,USA,NJ,30,8,0,Clear,Morning,52,47,0
7703,1,44.638286350422334,-68.8811455323796,2024-10-08 03:37:36.345634564,2024-10-08 03:54:36.345634564,4.472180082986054,24,15,37.88677244937342,Community property old out recently as high group.,Kristen Landing,Gonzalezfurt,USA,NM,28,5,0,Rain,Night,31,36,0
7704,2,36.50218443012809,-79.00476120196286,2024-10-08 04:30:10.261026100,2024-10-08 04:39:10.261026100,1.8682128815726884,16,17,25.941790505937128,Choose her late property well.,Ferguson Gardens,Lake Nicolehaven,USA,SD,53,9,0,Clear,Afternoon,100,97,0
7705,3,44.06281359098456,-106.86075244413053,2024-10-08 05:22:44.176417640,2024-10-08 05:50:44.176417640,2.49877399740507,10,1,13.683822994760547,Cut most customer of.,James Spurs,Galvanview,USA,OH,39,14,0,Rain,Night,126,66,0
7706,3,34.21649851053182,-96.67125314168678,2024-10-08 06:15:18.091809180,2024-10-08 06:22:18.091809180,2.4168423164593653,30,4,45.142005191990684,The data eight baby available.,Johnathan Road,New Stephenstad,USA,WA,60,3,0,Clear,Evening,49,52,0
7707,3,33.00975107073388,-114.48797686835827,2024-10-08 07:07:52.007200720,2024-10-08 07:30:52.007200720,4.18533798610639,11,22,12.113361235811464,Six effort indicate collection ask.,Wright Coves,North Kathleenfurt,USA,CA,33,13,0,Fog,Night,78,10,0
7708,4,48.624150704989965,-102.58107607204988,2024-10-08 08:00:25.922592260,2024-10-08 08:52:25.922592260,3.7267673984985206,37,12,51.737089118063494,Serve yeah without everybody.,Howell Wall,Smithside,USA,MD,78,4,0,Clear,Morning,26,66,0
7709,2,48.012840112853965,-107.1558615797031,2024-10-08 08:52:59.837983796,2024-10-08 09:44:59.837983796,1.3138093069173185,9,10,12.444728473550661,Feeling politics yeah believe five.,Rebecca Vista,Rogersfort,USA,CO,27,3,0,Rain,Afternoon,29,77,1
7710,5,37.145371234160194,-75.1438873624922,2024-10-08 09:45:33.753375336,2024-10-08 10:09:33.753375336,1.8122840274323084,3,2,31.402915385787377,Nation involve available democratic.,Monica Parkways,Lloydfurt,USA,RI,69,9,1,Clear,Afternoon,52,40,0
7711,3,47.17544061139664,-109.3001010593277,2024-10-08 10:38:07.668766876,2024-10-08 10:45:07.668766876,1.4670956319147264,27,16,14.24207013849461,Ago water hold including guess chair effort police.,David Square,Adammouth,USA,OR,59,3,0,Clear,Morning,109,114,0
7712,3,46.81033797316431,-92.53606403207219,2024-10-08 11:30:41.584158416,2024-10-08 11:59:41.584158416,4.655180838291602,52,0,30.957832638284888,Any rest issue decision usually.,Ortega Shore,Sellersfurt,USA,WA,19,18,1,Clear,Night,5,18,0
7713,3,25.299719128119527,-104.39863231146425,2024-10-08 12:23:15.499549956,2024-10-08 12:33:15.499549956,2.5714144419763487,24,22,54.490465169224784,Reason share get chance major impact.,Morgan Station,Yoderview,USA,TN,16,15,0,Clear,Evening,125,79,0
7714,3,37.324998720869864,-102.59628433208343,2024-10-08 13:15:49.414941492,2024-10-08 13:35:49.414941492,3.6737618148965585,33,39,7.171608021958631,Store huge sort character even color your outside.,Valerie Divide,Williammouth,USA,VA,57,19,0,Rain,Morning,132,40,0
7715,3,41.288327338537364,-124.92859733383192,2024-10-08 14:08:23.330333032,2024-10-08 14:58:23.330333032,3.6223225564091233,57,6,46.26185969031082,Attack suddenly pick form present interview.,Alejandra Crossroad,East Jeffreyborough,USA,WY,39,1,0,Clear,Afternoon,102,102,0
7716,1,45.429665790674775,-114.70078721317955,2024-10-08 15:00:57.245724572,2024-10-08 15:19:57.245724572,1.311418827851424,11,6,40.93617016487178,Half population from mention theory less while.,Cynthia Islands,East Keithview,USA,NJ,74,8,0,Clear,Night,89,58,0
7717,5,45.992512434405455,-88.73752549175859,2024-10-08 15:53:31.161116112,2024-10-08 16:20:31.161116112,0.9830769586201918,8,14,59.58502449640081,Than hand begin single management beyond program north.,Michael Mission,Lake Madelineberg,USA,PA,33,1,0,Rain,Night,13,106,0
7718,2,27.391751045740207,-121.94274259946087,2024-10-08 16:46:05.076507648,2024-10-08 17:02:05.076507648,0.9691847620352441,50,7,17.571184240134084,Structure without machine we apply general.,Jay Ford,West Mary,USA,ND,55,0,0,Clear,Evening,63,23,0
7719,2,27.361640226300274,-88.14424139004132,2024-10-08 17:38:38.991899188,2024-10-08 17:46:38.991899188,1.8024133276515748,32,44,43.756127280836495,White when head mother improve.,Dawson Avenue,South Sonyaborough,USA,VA,62,1,0,Clear,Night,19,28,0
7720,1,28.87698378866399,-99.73579404916691,2024-10-08 18:31:12.907290728,2024-10-08 18:45:12.907290728,3.3607552875223545,23,19,12.266119293151943,This blood area win consumer five born.,Henderson Hollow,South Allenshire,USA,CA,34,9,0,Clear,Morning,110,30,0
7721,2,36.972263291854205,-124.59842364209891,2024-10-08 19:23:46.822682268,2024-10-08 20:09:46.822682268,1.8806638890611302,43,0,52.364106763749106,Where media soldier point friend.,Rachel Lights,Davidbury,USA,MT,48,1,0,Rain,Afternoon,96,51,0
7722,2,32.013451903863725,-80.94293063769102,2024-10-08 20:16:20.738073808,2024-10-08 20:59:20.738073808,4.955548216135003,20,30,24.835246263308623,Number by resource green foreign position public.,Edwin Land,Port Kathy,USA,TX,81,3,0,Clear,Evening,18,91,0
7723,4,37.84283316294919,-74.95867947195376,2024-10-08 21:08:54.653465344,2024-10-08 21:37:54.653465344,2.0651635698308173,1,38,20.19574797826916,Statement they course purpose.,Underwood Motorway,West Amandahaven,USA,IL,16,11,0,Clear,Afternoon,15,39,0
7724,1,33.77372871655564,-111.97241698696088,2024-10-08 22:01:28.568856884,2024-10-08 22:42:28.568856884,4.840796721332089,50,15,25.83102632713976,Energy local unit world arm possible dinner.,Johnson Prairie,West Michael,USA,NM,26,18,0,Clear,Night,62,76,0
7725,1,30.516367221481104,-81.44535436779961,2024-10-08 22:54:02.484248424,2024-10-08 23:16:02.484248424,4.545540377427701,37,1,16.20719801629469,Class camera happy fund.,Ashley River,Port John,USA,UT,61,13,0,Snow,Evening,119,12,0
7726,4,45.268773411920264,-78.82616177359797,2024-10-08 23:46:36.399639964,2024-10-09 00:45:36.399639964,4.763195598967693,49,22,52.836605682483345,Great likely discover he he civil.,Petty Route,West Brittany,USA,NJ,95,5,0,Snow,Afternoon,7,30,0
7727,4,44.34539606634975,-109.90939986812467,2024-10-09 00:39:10.315031504,2024-10-09 01:33:10.315031504,4.960588767629266,20,31,23.80918055787841,Employee cut send adult year speech return build.,Devon Drive,Greerchester,USA,WA,19,6,0,Clear,Evening,6,63,0
7728,5,48.927573257809186,-98.4912092683703,2024-10-09 01:31:44.230423040,2024-10-09 01:46:44.230423040,2.886920001821569,1,40,18.37209010918913,Up street car sell whole.,Webb Ports,Bellborough,USA,FL,91,11,0,Clear,Morning,118,54,0
7729,4,28.35950461761418,-81.77277411168872,2024-10-09 02:24:18.145814580,2024-10-09 02:45:18.145814580,4.591946817908444,41,15,30.485591036480965,Ok late hot himself charge customer his.,Johnson Coves,Wilsonville,USA,WA,84,9,1,Rain,Evening,18,116,0
7730,3,47.332810258555796,-74.50606285399365,2024-10-09 03:16:52.061206120,2024-10-09 03:38:52.061206120,3.1646768047023746,45,35,47.14951896449766,Really billion give when off its left.,Fitzgerald Forest,South Dianeport,USA,MT,56,18,0,Snow,Afternoon,28,79,0
7731,1,38.13218641014736,-85.63918797630114,2024-10-09 04:09:25.976597660,2024-10-09 04:20:25.976597660,3.5391024145374397,26,10,9.711858979462273,Economy manager listen daughter Congress.,Edwards Road,Mcgeechester,USA,AR,19,12,0,Clear,Morning,102,75,0
7732,4,38.34860566279095,-67.09501086058216,2024-10-09 05:01:59.891989200,2024-10-09 05:39:59.891989200,4.595622075575965,49,33,16.365174085793576,Responsibility allow film.,Gordon Square,Lake Ian,USA,NM,46,6,0,Clear,Morning,95,69,0
7733,3,36.6839570658631,-117.73971335631394,2024-10-09 05:54:33.807380736,2024-10-09 06:11:33.807380736,2.4228414955778637,25,6,18.222395044796805,Threat value some already.,Waters Oval,Owensfurt,USA,ND,76,3,0,Clear,Night,109,11,0
7734,4,40.90398918876567,-108.39134604962076,2024-10-09 06:47:07.722772276,2024-10-09 07:28:07.722772276,2.0798892255790933,30,40,10.53867209999402,Night west need consumer never family above.,Zachary Mountains,South Devinbury,USA,NE,98,9,0,Clear,Morning,108,86,0
7735,3,48.18539672171273,-94.69620427863146,2024-10-09 07:39:41.638163816,2024-10-09 08:12:41.638163816,0.4784567751021003,17,6,14.563931333216985,Later citizen heart fire economy body.,Madison Forge,Millerfort,USA,VT,91,3,0,Snow,Afternoon,81,89,0
7736,1,39.94204776228682,-91.27918528459256,2024-10-09 08:32:15.553555356,2024-10-09 08:44:15.553555356,0.6606432129794794,8,8,19.39218890876148,Her after test gas until.,Kristin Plain,Smithhaven,USA,LA,8,12,0,Clear,Night,47,64,0
7737,5,47.68861541585705,-68.17203949261233,2024-10-09 09:24:49.468946892,2024-10-09 10:00:49.468946892,2.523905437293159,45,40,50.10264843134972,So coach compare successful Congress lay seven.,Nicole Crossing,Desireeberg,USA,AL,58,12,1,Clear,Morning,78,94,0
7738,4,34.14786905267182,-68.0730777090333,2024-10-09 10:17:23.384338432,2024-10-09 10:56:23.384338432,1.2168518531024035,20,42,47.96141093196066,Over economy project analysis doctor window interest.,Sosa Rue,Veronicaburgh,USA,NC,28,16,0,Clear,Night,98,92,0
7739,1,42.10630259115587,-108.68186875960741,2024-10-09 11:09:57.299729972,2024-10-09 11:28:57.299729972,2.1419001362335326,9,13,34.97524777222749,Usually whatever break Congress.,Fuentes Village,Castillotown,USA,LA,68,8,0,Clear,Evening,6,103,0
7740,3,26.902853263202395,-85.55415307729592,2024-10-09 12:02:31.215121512,2024-10-09 13:00:31.215121512,0.9378120945260295,31,29,36.528950786898,Pretty nearly join nearly wonder wear.,Rhonda Orchard,Bishopbury,USA,LA,75,14,0,Rain,Morning,100,11,0
7741,2,34.851380306749,-115.75103643207156,2024-10-09 12:55:05.130513052,2024-10-09 13:20:05.130513052,3.009930859266846,7,40,6.592822864787069,Protect black tonight watch arm tax tree nice.,Elliott Valley,West Omar,USA,CA,43,7,0,Snow,Morning,132,49,0
7742,5,25.76622805367624,-103.88272697983335,2024-10-09 13:47:39.045904588,2024-10-09 14:24:39.045904588,4.743583316265837,43,21,38.43893238701658,Professional buy child usually.,Meyer Plains,Brewerport,USA,RI,56,18,0,Clear,Morning,64,119,0
7743,1,41.17054995271926,-114.6901987181117,2024-10-09 14:40:12.961296128,2024-10-09 15:37:12.961296128,0.9264894233538424,47,43,44.372037430645406,Speak staff remain detail leader senior movement.,Chelsea Bypass,Maciasland,USA,LA,98,4,0,Clear,Afternoon,79,20,1
7744,5,42.89231349119995,-86.19576524357703,2024-10-09 15:32:46.876687668,2024-10-09 15:44:46.876687668,3.9653981834842327,19,43,41.88498028800906,Question gun each quickly certainly join.,Reid Ports,Port Michaelborough,USA,OH,87,8,0,Rain,Afternoon,133,33,0
7745,1,41.141796017311265,-100.91725726257751,2024-10-09 16:25:20.792079208,2024-10-09 16:55:20.792079208,1.7108959648116848,4,42,32.32543564624115,Project hard conference way.,Merritt Grove,Larsonton,USA,TX,78,12,0,Clear,Night,94,44,0
7746,2,33.7139105323802,-105.97811534097997,2024-10-09 17:17:54.707470748,2024-10-09 17:55:54.707470748,4.8304661993459375,58,24,24.617424586555916,Get page matter product garden establish major.,Baker Greens,East Dylan,USA,AK,21,17,0,Fog,Morning,7,116,0
7747,3,26.0899655276216,-121.54395721331267,2024-10-09 18:10:28.622862284,2024-10-09 18:25:28.622862284,0.38949704346240654,21,5,14.354971654915504,Government no share may.,Jodi Walk,Sarahtown,USA,DC,62,6,1,Clear,Evening,51,94,0
7748,1,40.72760709036811,-83.31078479788877,2024-10-09 19:03:02.538253824,2024-10-09 19:19:02.538253824,3.4247785684538044,42,26,59.85411007496561,Rest truth risk able despite.,Mclaughlin Inlet,Andersonborough,USA,IL,33,2,0,Rain,Evening,98,87,0
7749,1,45.7325323052999,-112.7990441542758,2024-10-09 19:55:36.453645364,2024-10-09 20:27:36.453645364,4.642680810840392,19,20,48.207142528281814,Sure model hope notice.,Zachary Drive,East Matthew,USA,SD,28,2,1,Clear,Evening,136,53,0
7750,4,25.332732190545215,-77.44678411008374,2024-10-09 20:48:10.369036904,2024-10-09 21:17:10.369036904,0.48701744816577763,26,20,11.875402110631942,But language what Congress.,Sandra Views,Brandonbury,USA,PR,42,8,0,Clear,Afternoon,54,73,0
7751,2,27.444185171599422,-99.28756376391588,2024-10-09 21:40:44.284428444,2024-10-09 21:45:44.284428444,0.39742741063980347,54,42,9.545068769507333,Window entire word onto us choice.,Lynn Springs,New Joy,USA,DE,94,1,0,Clear,Afternoon,91,99,0
7752,4,38.56593795961679,-92.62043536715473,2024-10-09 22:33:18.199819980,2024-10-09 22:45:18.199819980,4.956408658895004,26,38,47.637350361915054,Water public order deal machine generation.,Victor Junction,Larsenhaven,USA,FM,46,12,0,Rain,Morning,131,21,0
7753,2,47.312344571610154,-102.98456569304676,2024-10-09 23:25:52.115211520,2024-10-10 00:01:52.115211520,0.2991313936770149,28,33,16.252014619414915,Perform early clear term look between could.,Scott Garden,North Brandon,USA,FL,30,16,0,Snow,Afternoon,47,13,0
7754,2,42.9000075195771,-97.7154779871071,2024-10-10 00:18:26.030603060,2024-10-10 00:52:26.030603060,0.7384663519733173,53,41,36.9407442891727,Statement both suddenly ten them about.,Jessica Lodge,East Nicolemouth,USA,SD,11,1,0,Rain,Night,124,46,0
7755,2,33.44954662208957,-85.6104015351494,2024-10-10 01:10:59.945994600,2024-10-10 01:50:59.945994600,4.477076186797627,39,36,47.03417065861397,Nothing five work though despite management.,Owens Flats,Acostatown,USA,KS,80,1,0,Clear,Afternoon,108,96,0
7756,3,30.608627880725603,-81.14868112008682,2024-10-10 02:03:33.861386136,2024-10-10 02:41:33.861386136,3.2015303067954743,35,37,42.73136258806921,Of specific decade cup.,Jessica Landing,East Susan,USA,NJ,57,12,1,Clear,Night,68,119,0
7757,4,33.291013853062466,-99.43714029035986,2024-10-10 02:56:07.776777676,2024-10-10 03:01:07.776777676,2.845182684455442,8,29,24.267362548216024,Think do factor out ago art.,Matthew Plains,South Jessicahaven,USA,ME,52,4,0,Clear,Afternoon,142,105,0
7758,5,41.81309523177749,-69.8934546858998,2024-10-10 03:48:41.692169216,2024-10-10 04:12:41.692169216,2.09192584977183,34,24,37.12054606388359,Grow two stage our act.,Carmen Islands,North Tiffanyville,USA,AK,17,9,0,Clear,Afternoon,127,15,0
7759,3,32.53752479386457,-111.96263766089197,2024-10-10 04:41:15.607560756,2024-10-10 05:22:15.607560756,1.8967826753585038,59,10,30.178280604057164,Enough difficult husband charge under international.,Davis Prairie,Christinaburgh,USA,MI,5,5,0,Clear,Night,43,85,0
7760,3,33.449878557975254,-81.64441783200385,2024-10-10 05:33:49.522952296,2024-10-10 05:43:49.522952296,2.9287282855143237,20,34,20.05606689272576,Parent option wish happy last.,Paula Plaza,West Cindyview,USA,WV,54,1,0,Clear,Evening,102,100,0
7761,4,44.848495552203545,-104.86155052867747,2024-10-10 06:26:23.438343832,2024-10-10 06:49:23.438343832,1.0995721051407843,9,30,15.38108637804963,Treatment attack religious gas determine.,Garcia Center,Rochaside,USA,AZ,40,6,0,Fog,Evening,40,18,0
7762,5,27.71052881588004,-123.4604844776488,2024-10-10 07:18:57.353735372,2024-10-10 08:02:57.353735372,2.9218566218122137,14,38,21.44157319022666,Perhaps economy note face note bag.,April Grove,East Shelleyview,USA,DE,59,5,0,Rain,Evening,33,26,0
7763,1,26.200474208635235,-120.15225506139944,2024-10-10 08:11:31.269126912,2024-10-10 09:09:31.269126912,4.650999714390721,31,9,44.871644258150646,Result grow bill institution miss society agency.,Tonya Pike,Chrisbury,USA,MA,6,19,0,Fog,Morning,74,110,0
7764,5,29.93322598009808,-74.79449213731795,2024-10-10 09:04:05.184518452,2024-10-10 09:58:05.184518452,2.6790486736915358,8,32,24.980192270887457,Design half this foot response seven.,Robyn Parks,Edwardmouth,USA,FL,12,10,0,Fog,Morning,55,68,0
7765,5,31.6962541387035,-123.64452883617352,2024-10-10 09:56:39.099909992,2024-10-10 10:53:39.099909992,2.439202138667264,18,6,43.0017596283832,Success often green hand feeling return fish.,Cody Route,West Michellechester,USA,MS,17,2,1,Rain,Afternoon,23,62,0
7766,4,30.46199992904828,-83.37898716826079,2024-10-10 10:49:13.015301528,2024-10-10 11:11:13.015301528,2.6675106037411838,44,18,19.976549362879148,Magazine season hour discover third point trade.,Buck Ranch,Port Sonia,USA,NY,22,16,0,Rain,Night,101,20,0
7767,3,41.804402125254725,-119.76472703099365,2024-10-10 11:41:46.930693068,2024-10-10 12:29:46.930693068,4.7554208816086145,11,8,37.107729948096605,Suddenly town able religious.,Johnson Square,Rossberg,USA,LA,48,0,0,Clear,Afternoon,119,82,0
7768,2,30.264866350307408,-68.21059130871762,2024-10-10 12:34:20.846084608,2024-10-10 12:48:20.846084608,4.649663695748406,29,2,14.263599389320913,Effect hotel allow purpose health door.,Peters Junction,New Danastad,USA,AS,47,5,0,Clear,Night,103,84,0
7769,3,41.73529194992477,-81.38333853342458,2024-10-10 13:26:54.761476148,2024-10-10 14:25:54.761476148,1.5478401897814011,45,16,45.83229091504972,Left back in listen let win.,Jennifer Plain,West Ericabury,USA,OH,58,5,0,Snow,Morning,36,59,0
7770,4,29.498987613282658,-112.97467981707256,2024-10-10 14:19:28.676867684,2024-10-10 15:11:28.676867684,1.4921488540901795,37,8,36.033288013871854,Age bit station discuss outside store learn girl.,Julia Extension,West Michael,USA,WA,72,18,0,Rain,Evening,89,14,0
7771,1,34.928709455118494,-75.49034101689443,2024-10-10 15:12:02.592259224,2024-10-10 15:57:02.592259224,1.3947557237872221,27,41,43.25049799326963,Something meeting provide head bar.,Crystal Crossroad,New Jamesshire,USA,ND,35,13,0,Fog,Afternoon,65,45,0
7772,3,28.282162951906923,-88.33781348654034,2024-10-10 16:04:36.507650764,2024-10-10 16:46:36.507650764,0.4915010234552968,44,22,20.85378398135257,Last keep foot.,Emily Oval,West Emilystad,USA,KS,34,16,1,Rain,Afternoon,23,100,0
7773,2,38.55693239667544,-83.59254010882103,2024-10-10 16:57:10.423042304,2024-10-10 17:34:10.423042304,3.204059047321367,16,5,35.75334614247573,Laugh pay report site product remember.,Rivera Turnpike,West Fernando,USA,LA,8,10,0,Clear,Afternoon,129,31,0
